dataset,positive,tau,divisor,m,budget,method,coverage,purity,purity_reaches_tau,conditions,splits,seconds
adult,>50K,0.7,5,1,32,vsf,0.3154,0.7356,1.0,30.2,10,67.7
adult,>50K,0.7,5,1,8,vsf_partial,0.3577,0.7124,0.9,8.0,10,67.7
adult,>50K,0.7,5,1,32,vsf_partial,0.4236,0.7153,1.0,31.8,10,67.7
adult,>50K,0.7,5,1,8,rules_disjoint,0.3604,0.7109,0.9,8.0,10,67.7
adult,>50K,0.7,5,1,32,rules_disjoint,0.4355,0.7112,0.9,31.9,10,67.7
adult,>50K,0.7,5,5,8,vsf,0.2562,0.7313,1.0,6.0,10,63.6
adult,>50K,0.7,5,5,32,vsf,0.3147,0.7388,1.0,30.2,10,63.6
adult,>50K,0.7,5,5,8,vsf_partial,0.3577,0.7124,0.9,8.0,10,63.6
adult,>50K,0.7,5,5,32,vsf_partial,0.4235,0.7152,1.0,31.6,10,63.6
adult,>50K,0.7,5,5,8,rules_disjoint,0.3604,0.7109,0.9,8.0,10,63.6
adult,>50K,0.7,5,5,32,rules_disjoint,0.4355,0.7112,0.9,31.9,10,63.6
adult,>50K,0.7,5,20,8,vsf,0.2562,0.7313,1.0,6.0,10,61.4
adult,>50K,0.7,5,20,32,vsf,0.3146,0.7389,1.0,29.6,10,61.4
adult,>50K,0.7,5,20,8,vsf_partial,0.3577,0.7124,0.9,8.0,10,61.4
adult,>50K,0.7,5,20,32,vsf_partial,0.4235,0.7155,1.0,31.0,10,61.4
adult,>50K,0.7,5,20,8,rules_disjoint,0.3604,0.7109,0.9,8.0,10,61.4
adult,>50K,0.7,5,20,32,rules_disjoint,0.4351,0.7115,0.9,30.4,10,61.4
adult,>50K,0.7,10,1,8,vsf,0.2562,0.7313,1.0,6.0,10,68.4
adult,>50K,0.7,10,1,32,vsf,0.3154,0.7356,1.0,30.2,10,68.4
adult,>50K,0.7,10,1,8,vsf_partial,0.3577,0.7124,0.9,8.0,10,68.4
adult,>50K,0.7,10,1,32,vsf_partial,0.4236,0.7153,1.0,31.8,10,68.4
adult,>50K,0.7,10,1,8,rules_disjoint,0.3604,0.7109,0.9,8.0,10,68.4
adult,>50K,0.7,10,1,32,rules_disjoint,0.4355,0.7112,0.9,31.9,10,68.4
adult,>50K,0.7,10,5,8,vsf,0.2562,0.7313,1.0,6.0,10,63.2
adult,>50K,0.7,10,5,32,vsf,0.3147,0.7388,1.0,30.2,10,63.2
adult,>50K,0.7,10,5,8,vsf_partial,0.3577,0.7124,0.9,8.0,10,63.2
adult,>50K,0.7,10,5,32,vsf_partial,0.4235,0.7152,1.0,31.6,10,63.2
adult,>50K,0.7,10,5,8,rules_disjoint,0.3604,0.7109,0.9,8.0,10,63.2
adult,>50K,0.7,10,5,32,rules_disjoint,0.4355,0.7112,0.9,31.9,10,63.2
adult,>50K,0.7,10,20,8,vsf,0.2562,0.7313,1.0,6.0,10,57.0
adult,>50K,0.7,10,20,32,vsf,0.3146,0.7389,1.0,29.6,10,57.0
adult,>50K,0.7,10,20,8,vsf_partial,0.3577,0.7124,0.9,8.0,10,57.0
adult,>50K,0.7,10,20,32,vsf_partial,0.4235,0.7155,1.0,31.0,10,57.0
adult,>50K,0.7,10,20,8,rules_disjoint,0.3604,0.7109,0.9,8.0,10,57.0
adult,>50K,0.7,10,20,32,rules_disjoint,0.4351,0.7115,0.9,30.4,10,57.0
adult,>50K,0.7,20,1,8,vsf,0.2562,0.7313,1.0,6.0,10,66.9
adult,>50K,0.7,20,1,32,vsf,0.3154,0.7356,1.0,30.2,10,66.9
adult,>50K,0.7,20,1,8,vsf_partial,0.3577,0.7124,0.9,8.0,10,66.9
adult,>50K,0.7,20,1,32,vsf_partial,0.4236,0.7153,1.0,31.8,10,66.9
adult,>50K,0.7,20,1,8,rules_disjoint,0.3604,0.7109,0.9,8.0,10,66.9
adult,>50K,0.7,20,1,32,rules_disjoint,0.4355,0.7112,0.9,31.9,10,66.9
adult,>50K,0.7,20,5,8,vsf,0.2562,0.7313,1.0,6.0,10,62.4
adult,>50K,0.7,20,5,32,vsf,0.3147,0.7388,1.0,30.2,10,62.4
adult,>50K,0.7,20,5,8,vsf_partial,0.3577,0.7124,0.9,8.0,10,62.4
adult,>50K,0.7,20,5,32,vsf_partial,0.4235,0.7152,1.0,31.6,10,62.4
adult,>50K,0.7,20,5,8,rules_disjoint,0.3604,0.7109,0.9,8.0,10,62.4
adult,>50K,0.7,20,5,32,rules_disjoint,0.4355,0.7112,0.9,31.9,10,62.4
adult,>50K,0.7,20,20,8,vsf,0.2562,0.7313,1.0,6.0,10,88.8
adult,>50K,0.7,20,20,32,vsf,0.3146,0.7389,1.0,29.6,10,88.8
adult,>50K,0.7,20,20,8,vsf_partial,0.3577,0.7124,0.9,8.0,10,88.8
adult,>50K,0.7,20,20,32,vsf_partial,0.4235,0.7155,1.0,31.0,10,88.8
adult,>50K,0.7,20,20,8,rules_disjoint,0.3604,0.7109,0.9,8.0,10,88.8
adult,>50K,0.7,20,20,32,rules_disjoint,0.4351,0.7115,0.9,30.4,10,88.8
adult,>50K,0.7,none,1,8,vsf,0.2562,0.7313,1.0,6.0,10,127.9
adult,>50K,0.7,none,1,32,vsf,0.3154,0.7356,1.0,30.2,10,127.9
adult,>50K,0.7,none,1,8,vsf_partial,0.3577,0.7124,0.9,8.0,10,127.9
adult,>50K,0.7,none,1,32,vsf_partial,0.4236,0.7153,1.0,31.8,10,127.9
adult,>50K,0.7,none,1,8,rules_disjoint,0.3604,0.7109,0.9,8.0,10,127.9
adult,>50K,0.7,none,1,32,rules_disjoint,0.4355,0.7112,0.9,31.9,10,127.9
adult,>50K,0.7,none,5,8,vsf,0.2562,0.7313,1.0,6.0,10,116.2
adult,>50K,0.7,none,5,32,vsf,0.3147,0.7388,1.0,30.2,10,116.2
adult,>50K,0.7,none,5,8,vsf_partial,0.3577,0.7124,0.9,8.0,10,116.2
adult,>50K,0.7,none,5,32,vsf_partial,0.4235,0.7152,1.0,31.6,10,116.2
adult,>50K,0.7,none,5,8,rules_disjoint,0.3604,0.7109,0.9,8.0,10,116.2
adult,>50K,0.7,none,5,32,rules_disjoint,0.4355,0.7112,0.9,31.9,10,116.2
adult,>50K,0.7,none,20,8,vsf,0.2562,0.7313,1.0,6.0,10,69.1
adult,>50K,0.7,none,20,32,vsf,0.3146,0.7389,1.0,29.6,10,69.1
adult,>50K,0.7,none,20,8,vsf_partial,0.3577,0.7124,0.9,8.0,10,69.1
adult,>50K,0.7,none,20,32,vsf_partial,0.4235,0.7155,1.0,31.0,10,69.1
adult,>50K,0.7,none,20,8,rules_disjoint,0.3604,0.7109,0.9,8.0,10,69.1
adult,>50K,0.7,none,20,32,rules_disjoint,0.4351,0.7115,0.9,30.4,10,69.1
